"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"224";"<U+5263><U+9053><U+597D><U+304D><U+306E><U+6709><U+5FD7><U+3068><U+4F5C><U+3063><U+305F><U+7D44><U+7E54><U+3067><U+4ECA><U+6708><U+8457><U+540D><U+5263><U+58EB><U+306E><U+30BB><U+30DF><U+30CA><U+30FC><U+3092><U+958B><U+50AC><U+4E88><U+5B9A><U+306A><U+3093><U+3067><U+3059><U+304C><U+3001><U+8B1B><U+5E2B><U+306E>1<U+4EBA><U+897F><U+6751><U+3055><U+3093><U+304C><U+6628><U+65E5><U+306E><U+5168><U+65E5><U+672C><U+3067>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002><U+7D50><U+679C><U+8B1B><U+5E2B><U+306F><U+3069><U+3061><U+3089><U+3082><U+300C><U+5168><U+65E5><U+672C><U+3067>2<U+5EA6><U+512A><U+52DD><U+3057><U+305F><U+5263><U+9053><U+5BB6><U+300D><U+3068><U+3044><U+3046><U+4F1D><U+8AAC><U+306E><U+30BB><U+30DF><U+30CA><U+30FC><U+306B><U+3002><U+9AD8><U+934B><U+9032>&amp;<U+897F><U+6751><U+82F1><U+4E45><U+30BB><U+30DF><U+30CA><U+30FC><U+3042><U+3068>11<U+6708>8<U+65E5>… https://t.co/hqO6aqenut";FALSE;5;NA;2017-11-04 03:07:00;TRUE;NA;"926646937587032065";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Akihito_ABE";2;FALSE;FALSE;NA;NA
"225";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]  <U+672C><U+65E5><U+4F1A><U+5834><U+3067><U+306F><U+5263><U+9053><U+666E><U+53CA><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC><U+300C><U+3076><U+3057><U+3057><U+300D><U+306E><U+30AF><U+30EA><U+30A2><U+30D5><U+30A1><U+30A4><U+30EB><U+3092><U+7121><U+6599><U+914D><U+5E03><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059>(<U+6570><U+306B><U+9650><U+308A><U+304C><U+3042><U+308A><U+307E><U+3059>) #kendo #<U+5263><U+9053> https://t.co/uWL3iIOHal";FALSE;0;NA;2017-11-04 02:52:08;FALSE;NA;"926643196653748224";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Akihito_ABE";25;TRUE;FALSE;NA;NA
"226";"Toda la noche viendo el AJKC para practicar japones en el chat del canal valió el sueño en las clases de hoy<U+270A><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>
#kendo #original";FALSE;0;NA;2017-11-04 02:46:35;FALSE;NA;"926641797518036992";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Tomasmiragu";0;FALSE;FALSE;NA;NA
"227";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 02:46:27;FALSE;NA;"926641764064116736";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Z2dK6SGyp6khbRe";263;TRUE;FALSE;NA;NA
"228";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 02:45:59;FALSE;NA;"926641645667225600";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"yoshi3253ms";177;TRUE;FALSE;NA;NA
"229";"RT @Akihito_ABE: <U+897F><U+6751><U+82F1><U+3001><U+51B7><U+9759><U+306A><U+5224><U+65AD><U+5149><U+308B>=<U+88AB><U+707D><U+5730><U+718A><U+672C><U+306B><U+5C4A><U+3051><U+305F><U+52C7><U+6C17>-<U+5168><U+65E5><U+672C><U+5263><U+9053>:<U+6642><U+4E8B><U+30C9><U+30C3><U+30C8><U+30B3><U+30E0> https://t.co/toJ8QWY5qJ #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 02:34:23;FALSE;NA;"926638726494613504";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"no_regled";3;TRUE;FALSE;NA;NA
"230";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 02:01:02;FALSE;NA;"926630335428771840";NA;"<a href=""http://janetter.net/"" rel=""nofollow"">Janetter</a>";"arumikendou182";21;TRUE;FALSE;NA;NA
"231";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 01:57:29;FALSE;NA;"926629440863444992";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";177;TRUE;FALSE;NA;NA
"232";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+672C><U+65E5><U+306E><U+5199><U+771F><U+3092><U+30D5><U+30A9><U+30C8><U+30A2><U+30EB><U+30D0><U+30E0><U+306B><U+8FFD><U+52A0><U+3057><U+307E><U+3057><U+305F><U+3002>
https://t.co/zSOZja3wWP #kendo #<U+5263><U+9053> https://t.co/ussybxr73t";FALSE;0;NA;2017-11-04 01:50:36;FALSE;NA;"926627711543476224";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"saitama_sports";63;TRUE;FALSE;NA;NA
"233";"RT @__Nevaa: No confío ni en mis propios dientes porque aveces hacen que me muerda la lengua #kendo <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>";FALSE;0;NA;2017-11-04 01:23:43;FALSE;NA;"926620942431858688";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"J_Tanie";4;TRUE;FALSE;NA;NA
"234";"RT @__Nevaa: No confío ni en mis propios dientes porque aveces hacen que me muerda la lengua #kendo <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>";FALSE;0;NA;2017-11-04 01:18:14;FALSE;NA;"926619563017625600";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"AnnaSvntos";4;TRUE;FALSE;NA;NA
"235";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 01:02:32;FALSE;NA;"926615613757300740";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Akihito_ABE";21;TRUE;FALSE;NA;NA
"236";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 00:45:54;FALSE;NA;"926611426944233474";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"c4735647c1d046e";21;TRUE;FALSE;NA;NA
"237";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 00:43:49;FALSE;NA;"926610901863579649";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"chemical_osho";21;TRUE;FALSE;NA;NA
"238";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 00:23:59;FALSE;NA;"926605909744222209";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"miikun66";263;TRUE;FALSE;NA;NA
"239";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 00:22:16;FALSE;NA;"926605478796210176";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"oitakanori";21;TRUE;FALSE;NA;NA
"240";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-04 00:11:17;FALSE;NA;"926602717623042048";NA;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>";"haya_nie";21;TRUE;FALSE;NA;NA
"241";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 23:57:58;FALSE;NA;"926599362846736384";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"DAIGOBUU";326;TRUE;FALSE;NA;NA
"242";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 23:56:29;FALSE;NA;"926598991344672768";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"a8d1e777c16b432";21;TRUE;FALSE;NA;NA
"243";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 23:50:12;FALSE;NA;"926597410767323137";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Champions_5274";21;TRUE;FALSE;NA;NA
"244";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 23:49:58;FALSE;NA;"926597349706575874";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"yaumi_aki";21;TRUE;FALSE;NA;NA
"245";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD><U+6226> <U+5185><U+6751><U+826F><U+4E00> - <U+30B3><U+30B3> <U+897F><U+6751><U+82F1><U+4E45> 
https://t.co/q8pAEGEssd 
#kendo #<U+5263><U+9053>";FALSE;66;NA;2017-11-03 23:47:15;FALSE;NA;"926596667616268288";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";21;FALSE;FALSE;NA;NA
"246";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+4E09><U+56DE><U+6226><U+304C><U+7D42><U+4E86><U+3057><U+3001><U+30D9><U+30B9><U+30C8>8<U+304C><U+6C7A><U+307E><U+308A><U+307E><U+3057><U+305F><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> Shiaijo 1 https://t.co/OavZP8Pne2
<U+7B2C>2<U+8A66><U+5408><U+5834> Shiaijo 2 https://t.co/BLA1DFHdEU
#kendo…";FALSE;0;NA;2017-11-03 23:21:12;FALSE;NA;"926590110790856705";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"kzm82Hardr";59;TRUE;FALSE;NA;NA
"247";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+4E09><U+56DE><U+6226><U+301C><U+6C7A><U+52DD> <U+306E><U+6709><U+52B9><U+6253><U+7A81><U+96C6><U+3092><U+63B2><U+8F09><U+3044><U+305F><U+3057><U+307E><U+3057><U+305F><U+3002>3rd - final round ippons  https://t.co/gZv9sOzpN0 #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 23:19:17;FALSE;NA;"926589629205065729";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"tamao2828";20;TRUE;FALSE;NA;NA
"248";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+672C><U+65E5><U+306E><U+5199><U+771F><U+3092><U+30D5><U+30A9><U+30C8><U+30A2><U+30EB><U+30D0><U+30E0><U+306B><U+8FFD><U+52A0><U+3057><U+307E><U+3057><U+305F><U+3002>
https://t.co/zSOZja3wWP #kendo #<U+5263><U+9053> https://t.co/ussybxr73t";FALSE;0;NA;2017-11-03 22:39:10;FALSE;NA;"926579533670518784";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"quattrotoku747";63;TRUE;FALSE;NA;NA
"249";"<U+0420><U+0435><U+0437><U+0443><U+043B><U+044C><U+0442><U+0430><U+0442><U+044B> 65-<U+0433><U+043E> <U+0427><U+0435><U+043C><U+043F><U+0438><U+043E><U+043D><U+0430><U+0442><U+0430> <U+042F><U+043F><U+043E><U+043D><U+0438><U+0438> <U+043F><U+043E> <U+043A><U+0435><U+043D><U+0434><U+043E>
https://t.co/bAE9DciAqW
#AJKF #kendo #kendonews";FALSE;0;NA;2017-11-03 22:26:23;FALSE;NA;"926576316303978496";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"baumankan";0;FALSE;FALSE;NA;NA
"250";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 21:51:40;FALSE;NA;"926567577945436160";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"fujiwara14318";326;TRUE;FALSE;NA;NA
"251";"#sebogu #kendo #KendoBrasil #nippakujikendodojo https://t.co/qQX8ISDZVG";FALSE;0;NA;2017-11-03 21:50:56;FALSE;NA;"926567396244054016";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"nany_acc";0;FALSE;FALSE;NA;NA
"252";"Check it out! https://t.co/xy3BNIzwxP
#kendo #<U+5263><U+9053> #<U+30B0><U+30ED><U+30FC><U+30D0><U+30EB> #<U+30C0><U+30B8><U+30E3><U+30EC>";FALSE;1;NA;2017-11-03 21:40:25;FALSE;NA;"926564748799262725";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"junoakita2";0;FALSE;FALSE;NA;NA
"253";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 21:01:52;FALSE;NA;"926555047810416640";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"hamachidori";326;TRUE;FALSE;NA;NA
"254";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 20:19:03;FALSE;NA;"926544271179522048";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"41rFOPQ5IOZmeSO";326;TRUE;FALSE;NA;NA
"255";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+672C><U+65E5><U+306E><U+5199><U+771F><U+3092><U+30D5><U+30A9><U+30C8><U+30A2><U+30EB><U+30D0><U+30E0><U+306B><U+8FFD><U+52A0><U+3057><U+307E><U+3057><U+305F><U+3002>
https://t.co/zSOZja3wWP #kendo #<U+5263><U+9053> https://t.co/ussybxr73t";FALSE;0;NA;2017-11-03 17:50:30;FALSE;NA;"926506887981416449";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"gikenren";63;TRUE;FALSE;NA;NA
"256";"Il vincitore del 65º All Japan Kendo Championship Hidehisa Nishimura.
#AJKC #kendo @ajkendof https://t.co/BD4cPrMn4Y";FALSE;1;NA;2017-11-03 17:49:40;FALSE;NA;"926506678199218176";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"kendo_cik";0;FALSE;FALSE;NA;NA
"257";"RT @ajkendof: The 65th All Japan Kendo Championship
1st H.NISHIMURA 
2nd R.UCHIMURA 
3rd K.HAYASHIDA 
3rd K.HATAKENAKA 
#kendo";FALSE;0;NA;2017-11-03 17:47:11;FALSE;NA;"926506053424074752";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"kendo_cik";9;TRUE;FALSE;NA;NA
"258";"RT @tenkenryuu: ¡Inicia el fin de semana!#Entrena con nosotros. #kendo #iaido #jodo #kenjutsu #karate#Información: info@tenkenryuu.com ht…";FALSE;0;NA;2017-11-03 17:29:07;FALSE;NA;"926501507972792326";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"FilMorH";1;TRUE;FALSE;NA;NA
"259";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 17:02:15;FALSE;NA;"926494746792615937";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Bushizo55";326;TRUE;FALSE;NA;NA
"260";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 16:52:54;FALSE;NA;"926492392986877952";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"kei3_suke";263;TRUE;FALSE;NA;NA
"261";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]  <U+672C><U+65E5><U+4F1A><U+5834><U+3067><U+306F><U+5263><U+9053><U+666E><U+53CA><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC><U+300C><U+3076><U+3057><U+3057><U+300D><U+306E><U+30AF><U+30EA><U+30A2><U+30D5><U+30A1><U+30A4><U+30EB><U+3092><U+7121><U+6599><U+914D><U+5E03><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059>(<U+6570><U+306B><U+9650><U+308A><U+304C><U+3042><U+308A><U+307E><U+3059>) #kendo #<U+5263><U+9053> https://t.co/uWL3iIOHal";FALSE;0;NA;2017-11-03 16:52:29;FALSE;NA;"926492289739796480";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"kei3_suke";25;TRUE;FALSE;NA;NA
"262";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 16:41:09;FALSE;NA;"926489437906788352";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"tanaka_mobara";263;TRUE;FALSE;NA;NA
"263";"RT @adoptamestizos: En el vete con #Kendo, tiene dolor en el cuello <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> https://t.co/XGeTP7Qakt";FALSE;0;NA;2017-11-03 16:14:41;FALSE;NA;"926482773979869184";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pbs24an";13;TRUE;FALSE;NA;NA
